Job_ID,City,Industry,Job_Role,Skill_Set,Experience_Level,Salary_Range,Company_Name,Talent_Inflow,Talent_Outflow,Infrastructure_Score,Smart_City_Investment,GCC_Presence,MSME_Growth_Rate,Unemployment_Rate,Education_Hubs,Cost_of_Living_Index,Job_Posting_Date
4661,Rajkot,Manufacturing,Data Science,"Data Visualization, Statistics, Python, SQL",Mid-Level,1014689.09,Reliance Retail,107,1769,50.12,3964.09,0,10.43,6.15,17,86.77,2023-07-20
4662,Agra,Education,Operations,"Excel, Operations Management, Logistics",Entry-Level,361098.94,Reliance Retail,992,1340,56.9,1494.91,0,4.46,8.82,17,69.48,2023-05-24
4663,Rajkot,Finance,Data Science,"Python, Statistics, SQL, Data Visualization",Mid-Level,1061554.2,Others,782,1409,54.53,2629.48,0,12.01,5.4,12,87.38,2023-05-14
4664,Visakhapatnam,Tech,Engineering,"Java, Project Management, SQL",Senior-Level,2615722.31,HCLTech,2589,283,94.83,3292.04,1,7.04,4.61,19,68.45,2023-05-17
4665,Raipur,Manufacturing,Others,"English, Customer Service, MS Office",Senior-Level,1201006.73,Reliance Retail,1555,1335,65.16,8507.77,0,6.52,10.78,17,96.52,2024-10-17
4666,Vadodara,Healthcare,Operations,"Operations Management, Excel",Mid-Level,722759.87,Others,793,1711,71.15,2106.32,0,4.96,11.23,7,95.93,2024-01-05
4667,Vijayawada,Tech,AI/ML,"Deep Learning, NLP, Python, TensorFlow",Entry-Level,455561.6,Others,2927,316,84.75,2624.54,1,4.07,2.44,14,92.61,2023-09-06
4668,Nashik,Others,Business Development,"Market Analysis, CRM, Sales",Entry-Level,329866.25,Others,308,1683,68.29,4288.59,1,10.11,11.72,6,86.4,2024-06-12
4669,Visakhapatnam,Tech,Engineering,"Project Management, Python",Entry-Level,506102.15,Others,2047,1016,83.55,2736.74,1,9.41,2.64,15,64.92,2023-07-02
4670,Vijayawada,Tech,Data Science,"SQL, Python, Data Visualization",Entry-Level,625551.14,HCLTech,2151,482,89.31,3766.75,1,9.63,4.8,15,94.8,2023-08-08
4671,Ranchi,Retail,Business Development,"Market Analysis, Sales, CRM",Mid-Level,856954.69,Reliance Retail,1214,1108,72.58,6339.3,0,3.04,9.11,36,75.86,2024-04-19
4672,Madurai,Tech,Engineering,"Project Management, Python, SQL, Java",Entry-Level,467842.76,Others,1721,1475,62.9,1541.11,0,2.46,6.63,16,82.31,2023-03-20
4673,Vijayawada,Tech,Engineering,"Project Management, SQL, Java, Python",Senior-Level,2997941.16,Others,3082,449,78.53,3323.99,1,3.67,4.61,15,97.9,2024-12-22
4674,Rajkot,Others,Business Development,"CRM, Market Analysis",Entry-Level,300000.0,Others,191,1619,68.08,1276.17,0,12.44,8.93,19,67.86,2025-01-13
4675,Vadodara,Finance,Business Development,"Market Analysis, Sales",Mid-Level,1137040.99,Reliance Retail,582,1801,57.51,4550.89,0,4.27,8.69,5,62.73,2023-09-10
4676,Madurai,Tech,Business Development,"Market Analysis, Sales, CRM",Entry-Level,612861.79,HCLTech,1234,1400,73.84,4937.96,0,3.69,11.34,19,84.16,2023-11-07
4677,Madurai,Tech,AI/ML,"TensorFlow, Deep Learning, NLP, Python",Mid-Level,1068163.37,HCLTech,17,1769,74.59,1254.18,0,4.09,7.75,20,88.62,2023-04-07
4678,Madurai,Tech,Sales,"Communication, Sales, Negotiation",Senior-Level,2303485.98,Others,821,1340,57.1,1694.33,0,5.11,10.87,27,61.85,2023-12-03
4679,Jodhpur,Finance,Others,"Customer Service, English, MS Office",Entry-Level,300000.0,Others,0,1594,59.15,1487.05,0,9.12,6.82,15,93.54,2024-09-04
4680,Madurai,Manufacturing,Operations,"Logistics, Excel, Operations Management",Entry-Level,300000.0,Reliance Retail,116,1314,66.89,2932.03,0,5.45,5.83,26,62.66,2024-06-29
4681,Raipur,Retail,Engineering,"Project Management, SQL, Python",Senior-Level,1091263.3,Reliance Retail,301,1835,67.67,5674.12,0,2.7,10.07,18,88.47,2024-05-11
4682,Madurai,Manufacturing,AI/ML,"Deep Learning, Python, TensorFlow",Senior-Level,1782266.36,Reliance Retail,543,1778,69.17,3692.42,0,8.31,9.6,23,91.45,2024-05-31
4683,Jodhpur,Retail,Data Science,"Data Visualization, Statistics, SQL",Entry-Level,300000.0,Reliance Retail,1506,1511,58.62,3401.97,0,2.5,5.79,10,66.61,2023-04-11
4684,Nashik,Retail,Operations,"Logistics, Operations Management, Excel",Entry-Level,320817.53,Reliance Retail,1118,2016,53.65,3828.71,1,14.24,6.5,18,94.2,2024-05-21
4685,Vijayawada,Pharma,AI/ML,"NLP, Python, Deep Learning",Entry-Level,300000.0,Reliance Retail,2208,844,80.89,4872.73,1,3.92,3.95,8,90.06,2024-04-02
4686,Raipur,Education,Sales,"Negotiation, Communication",Entry-Level,327130.01,Reliance Retail,684,1337,54.5,5656.66,0,4.19,10.22,16,63.68,2023-11-03
4687,Visakhapatnam,Tech,Engineering,"Java, SQL, Python, Project Management",Entry-Level,622686.33,Others,2205,341,94.61,3731.54,1,9.95,2.55,11,80.48,2024-03-25
4688,Nashik,Education,Operations,"Excel, Operations Management",Entry-Level,300000.0,Reliance Retail,1047,1493,59.8,4573.1,1,13.17,10.88,15,78.63,2024-12-22
4689,Vijayawada,Tech,Data Science,"Data Visualization, SQL, Statistics",Mid-Level,1306822.69,Reliance Retail,2314,0,86.19,1012.22,1,3.02,2.62,9,60.19,2023-07-04
4690,Vijayawada,Tech,Engineering,"SQL, Project Management, Java",Mid-Level,1379144.34,HCLTech,1501,0,89.54,3949.32,1,2.6,4.73,5,68.8,2024-03-01
4691,Nashik,Manufacturing,Operations,"Excel, Logistics, Operations Management",Entry-Level,300000.0,Reliance Retail,1761,1734,52.29,3581.56,1,11.82,6.95,5,97.39,2024-07-17
4692,Agra,Healthcare,Others,"English, MS Office",Mid-Level,1205303.73,Reliance Retail,746,1158,67.03,3751.52,0,4.48,9.01,10,98.69,2024-08-27
4693,Rajkot,Manufacturing,Data Science,"SQL, Data Visualization",Entry-Level,300000.0,Reliance Retail,555,2174,71.83,2334.63,0,13.26,7.79,13,85.69,2023-10-11
4694,Madurai,Finance,Engineering,"Python, Project Management",Entry-Level,438820.74,Reliance Retail,406,1107,62.56,2637.46,0,8.55,5.03,17,69.05,2023-06-13
4695,Visakhapatnam,Pharma,Data Science,"SQL, Statistics",Senior-Level,1788222.49,Others,1766,851,92.39,3061.92,1,7.67,3.52,14,79.42,2025-02-13
4696,Visakhapatnam,Tech,Data Science,"Statistics, Python",Entry-Level,301545.02,Others,2850,817,86.16,1511.67,1,2.57,4.31,13,77.84,2023-09-29
4697,Raipur,Tech,Others,"Customer Service, English",Entry-Level,422209.12,HCLTech,785,1575,69.12,7667.27,0,5.23,10.66,18,80.81,2023-11-29
4698,Nashik,Healthcare,Operations,"Logistics, Operations Management",Senior-Level,1381954.66,Reliance Retail,1845,1700,66.36,4538.62,1,12.65,7.3,12,99.54,2024-08-28
4699,Raipur,Education,Sales,"Communication, Sales, Negotiation",Entry-Level,300000.0,Others,1131,1820,65.87,9812.92,0,3.63,9.46,17,70.02,2024-12-21
4700,Madurai,Tech,Sales,"Negotiation, Sales, Communication",Entry-Level,346286.81,HCLTech,1252,1389,74.53,3916.79,0,4.91,7.83,23,92.37,2024-10-27
4701,Vadodara,Education,Operations,"Operations Management, Logistics, Excel",Entry-Level,300000.0,Others,1534,1199,54.61,4777.52,0,6.28,8.53,6,70.62,2024-10-06
4702,Agra,Tech,AI/ML,"TensorFlow, NLP, Deep Learning, Python",Entry-Level,482099.39,Reliance Retail,1966,1249,67.01,4142.17,0,8.47,8.27,11,74.29,2024-01-04
4703,Vijayawada,Others,Engineering,"Python, SQL",Senior-Level,1211717.36,Reliance Retail,2681,587,83.65,3431.67,1,7.71,3.79,11,94.34,2024-06-17
4704,Jodhpur,Finance,Business Development,"CRM, Sales, Market Analysis",Mid-Level,1057132.89,Reliance Retail,2015,1464,63.52,4247.78,0,8.66,7.39,15,77.22,2025-02-28
4705,Vijayawada,Tech,Engineering,"Project Management, Java, SQL, Python",Entry-Level,551986.83,Others,3052,672,75.85,4745.04,1,3.35,3.27,12,97.81,2023-09-26
4706,Raipur,Finance,AI/ML,"NLP, Deep Learning, Python, TensorFlow",Senior-Level,1814283.26,Others,797,1513,58.94,5592.6,0,4.73,8.86,13,75.33,2024-11-18
4707,Jodhpur,Others,AI/ML,"NLP, Deep Learning, Python, TensorFlow",Senior-Level,1236026.0,Others,891,1366,73.15,3891.78,0,5.67,8.29,15,88.21,2023-03-24
4708,Nashik,Finance,Business Development,"Market Analysis, CRM",Entry-Level,522824.49,Others,459,1748,62.79,2570.51,1,14.96,10.88,15,65.87,2024-02-17
4709,Rajkot,Pharma,Others,"Customer Service, MS Office, English",Senior-Level,1547170.49,Others,447,1525,51.63,1326.71,0,10.76,9.6,5,86.49,2023-03-12
4710,Agra,Manufacturing,AI/ML,"TensorFlow, Deep Learning, Python",Mid-Level,546365.27,Others,607,1872,70.04,3666.11,0,3.58,6.27,15,65.44,2024-12-21
4711,Madurai,Healthcare,Operations,"Excel, Operations Management, Logistics",Entry-Level,300000.0,Reliance Retail,466,1368,54.58,3295.66,0,9.16,9.2,26,92.1,2023-12-30
4712,Jodhpur,Manufacturing,Operations,"Logistics, Excel",Entry-Level,300000.0,Reliance Retail,219,1753,67.86,3103.05,0,5.0,10.38,19,64.95,2023-03-01
4713,Nashik,Education,Business Development,"CRM, Sales",Senior-Level,1496285.51,Others,1297,1692,63.05,1567.93,1,10.71,10.54,6,84.22,2024-03-25
4714,Vijayawada,Tech,Engineering,"Java, SQL",Mid-Level,1247538.18,Reliance Retail,2302,1064,85.65,1776.73,1,6.3,2.86,12,97.59,2024-09-30
4715,Agra,Healthcare,Business Development,"CRM, Market Analysis, Sales",Senior-Level,1671078.75,Others,2017,1053,59.07,1181.11,0,5.94,7.04,12,99.63,2023-10-20
4716,Jodhpur,Retail,Others,"English, Customer Service, MS Office",Senior-Level,1329350.1,Reliance Retail,1822,1993,63.22,3172.57,0,3.71,11.26,6,76.05,2024-09-20
4717,Jodhpur,Education,AI/ML,"Deep Learning, NLP, TensorFlow",Entry-Level,309863.2,Others,2067,1223,51.78,4518.99,0,3.65,10.72,8,65.83,2025-01-07
4718,Rajkot,Healthcare,Data Science,"Data Visualization, Python",Internship,300000.0,Others,537,1493,54.48,1747.83,0,11.11,9.0,9,83.83,2023-10-09
4719,Visakhapatnam,Tech,AI/ML,"NLP, Deep Learning",Entry-Level,433753.25,HCLTech,2329,811,91.46,3001.31,1,5.83,4.41,17,97.98,2023-03-17
4720,Vijayawada,Tech,AI/ML,"TensorFlow, Python, NLP, Deep Learning",Entry-Level,392139.31,HCLTech,2846,656,80.5,3232.76,1,6.27,4.99,16,84.07,2025-01-28
4721,Vijayawada,Tech,Engineering,"Project Management, Python, SQL",Entry-Level,509221.24,HCLTech,2144,464,87.22,2328.31,1,6.56,2.93,10,69.31,2025-02-19
4722,Vijayawada,Pharma,Engineering,"SQL, Project Management",Senior-Level,1590357.3,Others,3244,519,79.37,4863.32,1,3.34,2.88,19,71.06,2023-11-30
4723,Jodhpur,Healthcare,Business Development,"Sales, CRM, Market Analysis",Entry-Level,300000.0,Reliance Retail,997,1505,58.92,2022.46,0,8.76,5.04,5,93.82,2023-06-07
4724,Jodhpur,Pharma,Sales,"Communication, Sales",Mid-Level,804127.51,Others,1087,1483,74.03,4174.29,0,4.45,7.82,12,96.13,2024-09-12
4725,Vadodara,Manufacturing,Operations,"Operations Management, Logistics, Excel",Mid-Level,789916.72,Reliance Retail,1094,1398,63.32,2060.61,0,2.18,10.5,19,78.52,2023-08-05
4726,Agra,Retail,Operations,"Excel, Logistics, Operations Management",Mid-Level,978358.56,Others,0,1561,58.45,2166.38,0,6.85,9.78,7,77.02,2024-11-18
4727,Rajkot,Retail,Data Science,"Data Visualization, SQL",Entry-Level,300000.0,Reliance Retail,1627,1716,57.57,4829.59,0,11.46,5.86,11,95.58,2024-11-21
4728,Visakhapatnam,Pharma,Engineering,"SQL, Project Management, Java, Python",Mid-Level,1073151.03,Others,4107,927,92.38,1952.29,1,2.06,2.96,9,97.74,2025-02-22
4729,Rajkot,Pharma,Data Science,"Statistics, SQL",Entry-Level,349543.27,Others,217,1798,70.51,2647.56,0,12.8,6.24,15,69.9,2023-11-08
4730,Raipur,Manufacturing,Others,"Customer Service, English, MS Office",Entry-Level,352235.29,Others,1456,1712,54.23,8222.29,0,9.32,5.36,8,75.64,2023-10-05
4731,Nashik,Others,Business Development,"Sales, CRM, Market Analysis",Senior-Level,1581981.98,Reliance Retail,1497,1309,73.25,4658.73,1,10.97,9.77,18,95.32,2025-01-04
4732,Rajkot,Manufacturing,Engineering,"Python, Java, Project Management",Entry-Level,300000.0,Others,1548,1978,61.92,3097.93,0,13.93,6.37,19,72.65,2024-09-06
4733,Raipur,Others,AI/ML,"Python, Deep Learning, TensorFlow",Mid-Level,737900.03,Others,1109,1373,64.64,5542.38,0,5.59,5.74,6,66.79,2023-12-06
4734,Nashik,Retail,Operations,"Logistics, Excel, Operations Management",Entry-Level,300000.0,Reliance Retail,1240,1589,64.99,2671.71,1,13.31,7.67,16,66.01,2024-07-28
4735,Visakhapatnam,Pharma,AI/ML,"NLP, Deep Learning, TensorFlow",Mid-Level,1035352.2,Reliance Retail,1618,266,84.6,3863.56,1,6.17,3.81,19,84.63,2023-08-01
4736,Nashik,Tech,Operations,"Operations Management, Excel, Logistics",Entry-Level,490458.3,Reliance Retail,369,1338,70.41,3892.27,1,12.13,9.98,9,88.85,2024-11-12
4737,Vijayawada,Others,Engineering,"SQL, Project Management, Java",Senior-Level,2200524.92,Others,2652,286,76.18,3122.39,1,6.59,4.55,9,70.44,2023-11-13
4738,Vadodara,Manufacturing,Engineering,"Python, Java, Project Management, SQL",Senior-Level,1089166.83,Reliance Retail,803,1389,68.69,2512.48,0,6.22,11.8,14,95.58,2025-01-31
4739,Rajkot,Manufacturing,Data Science,"SQL, Statistics",Mid-Level,526904.46,Others,1495,1688,50.07,3289.05,0,14.83,6.3,13,86.16,2023-05-05
4740,Visakhapatnam,Tech,Data Science,"Python, Data Visualization, SQL, Statistics",Entry-Level,599914.32,Reliance Retail,2025,184,87.29,4244.29,1,3.52,2.94,18,71.78,2024-11-26
4741,Raipur,Manufacturing,AI/ML,"Python, NLP, TensorFlow",Entry-Level,300000.0,Reliance Retail,1880,1583,64.05,8061.79,0,5.55,5.46,14,79.67,2024-07-01
4742,Agra,Retail,Engineering,"Python, SQL, Project Management",Entry-Level,336234.01,Reliance Retail,383,1572,51.2,1595.51,0,3.65,11.26,8,78.99,2025-01-01
4743,Ranchi,Education,Retail,"MS Office, Customer Service, English",Entry-Level,394525.11,Reliance Retail,459,1261,70.37,5561.68,0,3.77,7.24,22,88.74,2024-02-10
4744,Visakhapatnam,Tech,AI/ML,"TensorFlow, Deep Learning",Entry-Level,513616.75,Reliance Retail,2464,0,87.57,4887.04,1,9.24,3.98,17,96.59,2024-02-23
4745,Vadodara,Manufacturing,Sales,"Communication, Sales, Negotiation",Mid-Level,817319.91,Reliance Retail,977,984,61.87,2634.06,0,2.86,5.25,16,65.45,2024-01-04
4746,Ranchi,Retail,Retail,"Customer Service, MS Office, English",Entry-Level,300000.0,Reliance Retail,175,1148,74.24,5362.37,0,8.4,11.85,31,70.65,2024-03-16
4747,Vijayawada,Others,Data Science,"Data Visualization, Statistics, SQL, Python",Entry-Level,416463.7,Reliance Retail,2526,936,82.06,4873.0,1,7.43,2.64,7,75.03,2023-10-15
4748,Vadodara,Education,Business Development,"Market Analysis, Sales, CRM",Mid-Level,846892.02,Reliance Retail,879,967,62.77,4925.67,0,6.2,8.27,7,92.45,2024-10-21
4749,Rajkot,Others,AI/ML,"Python, TensorFlow",Mid-Level,594687.28,Reliance Retail,1737,1151,72.88,1007.05,0,13.06,6.17,11,67.13,2023-05-10
4750,Vijayawada,Tech,Engineering,"Python, SQL, Java",Senior-Level,2444748.65,Others,2597,44,75.91,3727.19,1,9.53,2.33,8,80.26,2023-06-03
4751,Rajkot,Tech,Sales,"Communication, Sales, Negotiation",Mid-Level,1002467.21,Others,219,1888,53.35,1811.23,0,13.63,7.19,10,93.73,2024-10-02
4752,Jodhpur,Pharma,Business Development,"CRM, Market Analysis",Entry-Level,309350.55,Reliance Retail,336,1300,68.42,2377.98,0,8.41,9.42,9,83.32,2024-02-28
4753,Rajkot,Pharma,Sales,"Sales, Communication, Negotiation",Entry-Level,300000.0,Others,838,1522,69.79,2209.97,0,12.37,9.82,7,69.92,2023-05-23
4754,Vadodara,Manufacturing,Sales,"Negotiation, Sales, Communication",Mid-Level,891402.17,Reliance Retail,1619,2025,70.87,4589.71,0,3.54,5.69,10,99.06,2024-08-31
4755,Visakhapatnam,Tech,Engineering,"Python, Project Management, Java, SQL",Senior-Level,1941256.13,Others,2521,351,85.01,1434.02,1,8.38,4.33,18,66.73,2023-08-14
4756,Vadodara,Education,Others,"English, MS Office",Senior-Level,2139064.28,Others,982,1120,61.2,3386.26,0,8.15,11.03,19,73.15,2023-05-25
4757,Vijayawada,Pharma,Data Science,"SQL, Python, Statistics, Data Visualization",Senior-Level,1404838.12,Reliance Retail,1815,236,82.64,1498.65,1,8.75,4.34,6,87.1,2023-12-12
4758,Jodhpur,Education,Operations,"Logistics, Operations Management",Senior-Level,1840874.49,Others,1361,1427,62.22,2151.16,0,3.47,8.95,10,66.75,2023-04-12
4759,Visakhapatnam,Pharma,Engineering,"Project Management, Python",Mid-Level,769609.64,Reliance Retail,2347,425,83.2,4898.68,1,9.26,4.87,6,90.83,2024-06-25
4760,Madurai,Education,Business Development,"Market Analysis, CRM, Sales",Entry-Level,343424.42,Reliance Retail,964,1369,67.8,3655.51,0,9.91,6.12,27,92.09,2024-06-02
4761,Raipur,Tech,Data Science,"Data Visualization, Python, Statistics",Mid-Level,982018.46,Others,1267,1642,71.17,6669.05,0,6.13,5.53,8,85.14,2023-09-02
4762,Agra,Finance,Data Science,"Python, Statistics, Data Visualization, SQL",Senior-Level,2777849.85,Others,819,1487,52.44,3257.33,0,2.28,10.25,9,69.73,2024-10-27
4763,Rajkot,Pharma,Operations,"Excel, Operations Management, Logistics",Senior-Level,1296646.38,Reliance Retail,883,1915,50.75,2310.22,0,12.81,5.48,9,95.27,2023-06-21
4764,Ranchi,Education,Retail,"English, MS Office, Customer Service",Entry-Level,304171.52,Reliance Retail,1303,1335,74.29,9448.8,0,5.55,8.44,37,99.57,2023-07-03
4765,Vijayawada,Pharma,AI/ML,"NLP, Deep Learning, Python, TensorFlow",Senior-Level,1394004.07,Reliance Retail,3427,214,86.84,4842.69,1,2.9,4.43,8,73.01,2023-09-03
4766,Rajkot,Education,AI/ML,"TensorFlow, Deep Learning, Python, NLP",Entry-Level,300000.0,Others,803,1562,53.92,1383.07,0,13.84,9.16,18,95.24,2023-08-02
4767,Nashik,Pharma,Operations,"Operations Management, Excel, Logistics",Senior-Level,1473462.25,Reliance Retail,1994,1967,71.92,3626.19,1,14.86,5.51,6,93.58,2023-03-21
4768,Jodhpur,Manufacturing,AI/ML,"Python, Deep Learning, NLP, TensorFlow",Mid-Level,788407.42,Others,2204,1088,65.41,3647.51,0,9.76,7.97,6,88.57,2024-03-02
4769,Visakhapatnam,Tech,AI/ML,"NLP, Python, Deep Learning",Mid-Level,1336420.72,HCLTech,2575,483,81.08,1660.33,1,6.2,2.63,14,68.57,2023-04-20
4770,Nashik,Manufacturing,Business Development,"Market Analysis, Sales",Entry-Level,389464.02,Others,1444,1569,51.31,3940.79,1,12.65,9.61,15,86.96,2023-12-06
4771,Ranchi,Education,Business Development,"Market Analysis, Sales, CRM",Senior-Level,1392929.57,Others,1077,1153,58.38,7240.19,0,6.58,5.76,31,67.83,2024-04-20
4772,Visakhapatnam,Tech,Data Science,"Python, Statistics, SQL, Data Visualization",Entry-Level,671467.55,Reliance Retail,3643,671,84.7,4361.07,1,6.97,4.03,14,95.47,2023-04-09
4773,Vadodara,Healthcare,AI/ML,"TensorFlow, Deep Learning, NLP",Mid-Level,1247578.99,Others,920,1552,66.67,2368.13,0,3.37,8.11,12,96.58,2023-12-13
4774,Jodhpur,Education,Business Development,"CRM, Sales",Senior-Level,1656833.81,Others,923,1217,71.58,1840.88,0,5.28,11.3,19,99.41,2024-07-26
4775,Visakhapatnam,Pharma,AI/ML,"NLP, Deep Learning, TensorFlow",Internship,300000.0,Others,1863,148,81.92,2815.3,1,8.97,3.58,7,61.81,2024-02-12
4776,Agra,Manufacturing,Operations,"Operations Management, Logistics, Excel",Internship,300000.0,Reliance Retail,885,1328,64.46,1116.53,0,4.7,7.2,9,63.55,2024-07-11
4777,Raipur,Finance,Sales,"Negotiation, Sales, Communication",Mid-Level,956961.88,Reliance Retail,709,1958,52.47,8439.04,0,3.57,8.73,12,84.76,2025-01-10
4778,Jodhpur,Tech,Business Development,"Market Analysis, CRM, Sales",Entry-Level,516927.1,Others,722,1329,56.28,2519.98,0,8.52,11.47,18,90.9,2024-05-27
4779,Agra,Finance,Operations,"Logistics, Excel, Operations Management",Internship,300000.0,Others,1843,1713,71.09,2594.06,0,7.69,5.7,16,92.73,2024-04-03
4780,Jodhpur,Pharma,Business Development,"CRM, Sales, Market Analysis",Mid-Level,652368.33,Reliance Retail,302,1757,51.54,3217.32,0,7.19,11.27,6,64.82,2024-04-04
4781,Raipur,Others,Business Development,"Market Analysis, CRM",Entry-Level,341139.5,Reliance Retail,518,1607,59.71,5801.69,0,5.88,10.25,11,85.25,2024-06-23
4782,Raipur,Manufacturing,Business Development,"CRM, Sales, Market Analysis",Mid-Level,751116.95,Others,616,1638,67.43,6060.13,0,3.81,7.33,7,66.42,2023-07-11
4783,Jodhpur,Others,Business Development,"Sales, Market Analysis, CRM",Mid-Level,1063116.35,Others,1808,1886,65.72,1877.45,0,4.59,9.62,18,95.96,2023-07-19
4784,Vadodara,Manufacturing,Data Science,"Python, Data Visualization, SQL",Entry-Level,300000.0,Reliance Retail,1506,1768,60.98,4748.63,0,6.8,9.68,7,81.37,2023-12-02
4785,Agra,Manufacturing,Data Science,"Python, Data Visualization, SQL",Senior-Level,1655181.05,Others,682,1652,50.48,3641.77,0,5.61,9.28,18,60.15,2024-03-22
4786,Vijayawada,Tech,AI/ML,"TensorFlow, Deep Learning, NLP",Mid-Level,1688553.86,HCLTech,1315,128,83.82,3502.05,1,8.46,3.17,18,75.1,2023-08-09
4787,Ranchi,Education,Business Development,"CRM, Sales, Market Analysis",Entry-Level,353157.61,Reliance Retail,471,1684,74.12,8086.48,0,6.53,8.02,34,70.77,2023-07-30
4788,Rajkot,Finance,Sales,"Sales, Communication, Negotiation",Entry-Level,557407.01,Reliance Retail,1466,1928,64.37,1972.65,0,14.99,10.47,14,64.36,2024-02-13
4789,Agra,Tech,Engineering,"Python, Project Management",Mid-Level,1530960.32,Others,1014,1309,63.66,3375.73,0,5.51,9.21,10,99.64,2024-11-24
4790,Raipur,Manufacturing,Engineering,"Project Management, Java",Entry-Level,369028.78,Reliance Retail,1845,1340,71.03,9019.58,0,8.42,9.47,16,81.72,2024-03-05
4791,Visakhapatnam,Tech,Engineering,"SQL, Java, Project Management",Mid-Level,1656129.71,Others,1883,0,94.81,4148.1,1,6.6,2.55,18,67.66,2023-10-20
4792,Rajkot,Healthcare,AI/ML,"NLP, Deep Learning",Mid-Level,778001.9,Reliance Retail,1834,1181,70.59,3965.19,0,10.82,7.46,17,88.58,2024-08-09
4793,Raipur,Education,Engineering,"Java, SQL, Project Management",Mid-Level,871343.56,Others,679,1309,50.27,9378.58,0,4.46,7.76,5,78.6,2025-01-08
4794,Vijayawada,Tech,AI/ML,"NLP, Python",Senior-Level,2021769.61,Others,2936,325,77.17,3057.08,1,7.3,2.39,14,79.17,2025-02-26
4795,Ranchi,Retail,Business Development,"Market Analysis, Sales",Mid-Level,754195.41,Reliance Retail,1456,1690,52.54,9834.24,0,2.36,8.13,21,86.87,2024-10-13
4796,Raipur,Retail,Business Development,"Sales, Market Analysis, CRM",Senior-Level,1547656.09,Reliance Retail,1066,1406,59.95,5718.63,0,8.07,7.23,10,82.93,2023-12-13
4797,Visakhapatnam,Tech,Data Science,"Data Visualization, Statistics, Python, SQL",Senior-Level,2693134.6,Others,2990,258,92.72,1019.98,1,8.11,3.68,14,73.37,2023-09-18
4798,Madurai,Others,Sales,"Communication, Sales, Negotiation",Senior-Level,965806.8,Reliance Retail,1117,1594,59.18,3674.09,0,2.34,9.6,28,96.38,2023-07-31
4799,Ranchi,Retail,Business Development,"CRM, Sales",Mid-Level,633515.58,Reliance Retail,955,1288,52.9,9861.83,0,7.68,11.18,32,60.92,2023-06-03
4800,Nashik,Others,Business Development,"Market Analysis, Sales, CRM",Internship,300000.0,Reliance Retail,284,1803,73.47,3754.98,1,13.98,5.4,19,66.59,2023-04-13
4801,Jodhpur,Manufacturing,Operations,"Excel, Logistics",Entry-Level,300000.0,Others,1243,1499,65.02,2414.9,0,2.45,9.35,15,83.26,2024-02-16
4802,Madurai,Manufacturing,Data Science,"Statistics, SQL",Senior-Level,1384515.37,Others,1164,346,73.64,2391.33,0,5.36,5.58,22,95.46,2024-06-05
4803,Raipur,Education,Others,"English, MS Office",Entry-Level,357208.99,Others,1274,1094,56.47,5245.18,0,7.89,7.9,16,87.88,2024-07-27
4804,Vadodara,Finance,Operations,"Operations Management, Excel",Internship,300000.0,Reliance Retail,105,1749,50.4,4109.21,0,9.45,5.95,11,68.39,2024-01-17
4805,Raipur,Retail,Engineering,"SQL, Java, Project Management, Python",Mid-Level,517846.3,Others,913,1696,59.96,5010.75,0,9.6,5.51,14,94.97,2023-06-28
4806,Ranchi,Education,Retail,"Customer Service, MS Office, English",Mid-Level,865839.76,Others,1468,2054,59.55,9871.76,0,2.24,7.21,22,86.91,2023-04-17
4807,Nashik,Retail,Business Development,"CRM, Sales, Market Analysis",Entry-Level,300000.0,Others,1796,1952,52.81,3222.01,1,14.41,11.29,7,74.38,2023-08-10
4808,Visakhapatnam,Pharma,Engineering,"Project Management, SQL, Python",Mid-Level,644791.83,Others,2179,230,81.34,3320.34,1,7.53,4.58,6,62.37,2024-03-23
4809,Agra,Tech,Data Science,"SQL, Statistics, Data Visualization, Python",Entry-Level,407326.23,Reliance Retail,1416,1092,67.65,4586.02,0,2.61,11.96,8,83.05,2025-02-21
4810,Vadodara,Others,Others,"Customer Service, MS Office",Mid-Level,782701.16,Reliance Retail,1387,1318,65.53,3100.55,0,5.45,11.49,7,69.01,2024-11-30
4811,Madurai,Education,Engineering,"Java, Python",Entry-Level,319664.96,Reliance Retail,598,1677,51.91,1701.14,0,7.41,9.23,16,80.38,2024-04-03
4812,Vadodara,Education,Data Science,"SQL, Python, Data Visualization, Statistics",Mid-Level,885164.03,Others,424,1396,65.49,3300.23,0,4.87,8.16,17,89.09,2023-07-10
4813,Ranchi,Retail,Business Development,"Market Analysis, Sales, CRM",Internship,300000.0,Others,448,2178,66.58,5706.64,0,9.59,5.4,23,74.29,2025-02-26
4814,Ranchi,Education,Business Development,"CRM, Sales, Market Analysis",Senior-Level,1231620.36,Reliance Retail,742,1411,64.98,5299.57,0,7.08,11.01,38,62.4,2023-03-16
4815,Agra,Pharma,Data Science,"Statistics, SQL, Python",Senior-Level,1527604.21,Others,1192,1716,58.18,2334.47,0,4.02,11.48,11,81.95,2024-01-08
4816,Rajkot,Others,Operations,"Excel, Logistics, Operations Management",Senior-Level,1474115.39,Reliance Retail,639,1783,58.83,1795.71,0,12.32,11.03,11,89.08,2024-10-30
4817,Jodhpur,Others,Data Science,"Python, Statistics",Entry-Level,300000.0,Others,814,1635,68.65,4324.83,0,2.64,8.5,19,85.63,2023-10-19
