Sales_ID,Sale_Date,Vehicle_Type,Price_Range,Sales_Volume,Region,State,Income_Level,Monsoon_Index,Repo_Rate,Inventory_Days,Export_Flag,Export_Region,Fuel_Type,Emission_Norm,Discount_Percentage,Consumer_Sentiment,Supply_Chain_Disruption,Festive_Season,Vehicle_Model
5599,2025-05-06,Motorcycle,Mid-Range (₹10L-₹20L),227,Rural,Punjab,Medium,62.26,5.47,52,False,,Petrol,BS6,4.37,59.54,False,False,Royal Enfield Classic 350
5600,2025-04-28,SUV,Mid-Range (₹10L-₹20L),658,Semi-Urban,Bihar,Medium,,4.42,32,False,,Petrol,BS6,0.38,30.93,False,False,Tata Nexon
5601,2025-05-17,SUV,Mid-Range (₹10L-₹20L),152,Rural,Odisha,Low,92.17,4.84,19,False,,Diesel,BS6,8.64,41.47,False,False,Kia Seltos
5602,2025-06-15,Scooter,Mid-Range (₹10L-₹20L),343,Urban,Assam,High,,4.56,45,False,,Diesel,BS6,7.45,71.78,False,False,Suzuki Access
5603,2025-04-30,Motorcycle,Entry-Level (<₹10L),65,Semi-Urban,Haryana,Medium,,5.21,89,False,,Petrol,BS6,19.85,61.31,False,False,Hero Splendor
5604,2025-04-23,Passenger Car,Entry-Level (<₹10L),195,Rural,Delhi,Medium,57.7,4.83,87,True,Middle East,Diesel,BS6,16.03,59.5,False,False,Maruti Alto
5605,2025-04-16,Motorcycle,Mid-Range (₹10L-₹20L),195,Rural,Bihar,Medium,59.34,5.16,20,False,,Diesel,BS6,5.51,62.24,False,False,Hero Splendor
5606,2025-04-14,Motorcycle,Mid-Range (₹10L-₹20L),274,Urban,Madhya Pradesh,Low,,5.1,54,False,,Petrol,BS6,5.91,96.05,False,False,Royal Enfield Classic 350
5607,2025-06-13,Motorcycle,Mid-Range (₹10L-₹20L),415,Urban,Delhi,Medium,,5.1,29,False,,Hybrid,BS6,1.31,99.41,False,False,TVS Apache
5608,2025-06-10,Motorcycle,Entry-Level (<₹10L),263,Semi-Urban,Madhya Pradesh,Low,,4.36,50,False,,Petrol,BS6,15.0,56.98,False,False,Bajaj Pulsar
5609,2025-05-22,Scooter,Entry-Level (<₹10L),141,Semi-Urban,Uttar Pradesh,Medium,,4.51,71,False,,Petrol,BS6,7.2,45.36,False,False,TVS Jupiter
5610,2025-05-07,SUV,Premium (>₹20L),453,Urban,Assam,Medium,,5.22,45,False,,Petrol,BS6,0.81,62.1,False,False,Hyundai Creta
5611,2025-04-29,SUV,Mid-Range (₹10L-₹20L),393,Rural,Tamil Nadu,Low,50.72,4.51,33,False,,Petrol,BS6,9.99,55.3,False,False,Kia Seltos
5612,2025-06-06,SUV,Mid-Range (₹10L-₹20L),811,Rural,Odisha,Low,68.12,5.53,10,False,,Petrol,BS6,3.79,39.51,False,False,Kia Seltos
5613,2025-04-15,Passenger Car,Entry-Level (<₹10L),182,Semi-Urban,Rajasthan,Low,,5.64,98,False,,Diesel,BS6,16.19,30.6,False,False,Maruti Alto
5614,2025-05-17,Motorcycle,Entry-Level (<₹10L),35,Urban,Gujarat,Medium,,4.73,61,True,Latin America,Diesel,BS6,9.31,69.25,False,False,KTM Duke 200
5615,2025-05-16,Scooter,Entry-Level (<₹10L),205,Urban,Delhi,Medium,,4.17,84,False,,Petrol,BS6,15.51,67.2,False,False,TVS Jupiter
5616,2025-05-22,Motorcycle,Mid-Range (₹10L-₹20L),127,Rural,Madhya Pradesh,Medium,77.5,4.6,86,False,,Diesel,BS6,0.22,40.33,False,False,Hero Splendor
5617,2025-04-19,SUV,Premium (>₹20L),640,Urban,Haryana,Low,,4.56,40,False,,Petrol,BS6,1.55,89.4,False,False,Tata Nexon
5618,2025-06-16,SUV,Mid-Range (₹10L-₹20L),267,Urban,Haryana,Medium,,4.85,11,False,,Diesel,BS6,0.63,85.96,False,False,Toyota Fortuner
5619,2025-04-21,SUV,Mid-Range (₹10L-₹20L),651,Urban,Odisha,High,,4.55,22,False,,Petrol,BS6,0.94,96.35,False,False,Tata Nexon
5620,2025-06-03,Scooter,Entry-Level (<₹10L),137,Rural,Tamil Nadu,Medium,76.41,4.98,40,True,Latin America,Petrol,BS6,6.41,66.27,False,False,TVS Jupiter
5621,2025-05-07,Scooter,Entry-Level (<₹10L),94,Rural,Kerala,Low,52.89,5.02,52,False,,Diesel,BS6,5.36,33.27,False,False,Suzuki Access
5622,2025-04-27,SUV,Premium (>₹20L),685,Rural,Haryana,Medium,71.1,4.27,27,False,,Hybrid,BS6,8.76,33.2,False,False,MG Hector
5623,2025-05-25,SUV,Mid-Range (₹10L-₹20L),388,Semi-Urban,Bihar,Low,,4.68,11,False,,Petrol,BS6,0.72,54.88,False,False,Kia Seltos
5624,2025-04-29,Scooter,Mid-Range (₹10L-₹20L),90,Rural,Tamil Nadu,Medium,67.29,5.26,26,False,,Diesel,BS6,0.92,41.51,False,False,TVS Jupiter
5625,2025-04-20,Motorcycle,Entry-Level (<₹10L),73,Semi-Urban,West Bengal,Medium,,4.57,66,False,,Petrol,BS6,16.53,32.46,False,False,Bajaj Pulsar
5626,2025-04-25,SUV,Mid-Range (₹10L-₹20L),960,Urban,Karnataka,High,,4.69,12,False,,Petrol,BS6,2.7,67.81,False,False,Mahindra Thar
5627,2025-06-09,Scooter,Entry-Level (<₹10L),132,Urban,Madhya Pradesh,Medium,,4.82,95,False,,Petrol,BS6,7.52,77.94,False,False,Suzuki Access
5628,2025-06-02,Scooter,Entry-Level (<₹10L),127,Urban,Delhi,High,,5.09,33,False,,Electric,BS6,12.12,74.17,False,False,Honda Activa
5629,2025-05-06,Motorcycle,Entry-Level (<₹10L),175,Urban,Gujarat,High,,5.16,88,True,Latin America,Diesel,BS4,7.22,81.67,False,False,KTM Duke 200
5630,2025-04-02,Scooter,Mid-Range (₹10L-₹20L),153,Urban,Tamil Nadu,Medium,,4.7,97,False,,Petrol,BS6,2.11,62.76,False,False,Bajaj Chetak
5631,2025-04-22,Motorcycle,Entry-Level (<₹10L),26,Urban,Maharashtra,Medium,,4.74,23,False,,Electric,BS6,15.09,78.98,True,False,KTM Duke 200
5632,2025-04-16,Passenger Car,Entry-Level (<₹10L),226,Rural,Odisha,Low,70.26,5.47,56,False,,Petrol,BS6,12.76,43.21,False,False,Tata Punch
5633,2025-04-18,SUV,Mid-Range (₹10L-₹20L),328,Urban,Uttar Pradesh,Medium,,5.18,33,False,,Hybrid,BS6,7.6,91.23,False,False,Mahindra Thar
5634,2025-06-08,Motorcycle,Entry-Level (<₹10L),87,Urban,Haryana,Medium,,4.64,40,False,,Petrol,BS6,8.35,63.01,False,False,Bajaj Pulsar
5635,2025-05-24,SUV,Mid-Range (₹10L-₹20L),519,Urban,Karnataka,Medium,,4.68,17,False,,Electric,BS6,0.83,78.42,False,False,Mahindra Thar
5636,2025-04-30,Motorcycle,Entry-Level (<₹10L),150,Urban,West Bengal,Medium,,4.54,22,False,,Petrol,BS6,9.54,96.23,False,False,Royal Enfield Classic 350
5637,2025-05-15,SUV,Entry-Level (<₹10L),518,Urban,Uttar Pradesh,High,,4.86,32,False,,Diesel,BS6,14.7,73.71,False,False,Tata Nexon
5638,2025-04-19,Motorcycle,Entry-Level (<₹10L),133,Semi-Urban,Haryana,Medium,,5.12,59,False,,Diesel,BS6,7.94,36.44,False,False,TVS Apache
5639,2025-06-26,SUV,Premium (>₹20L),600,Semi-Urban,Haryana,Medium,,4.71,37,False,,Petrol,BS6,4.27,42.28,False,True,Kia Seltos
5640,2025-05-04,Scooter,Mid-Range (₹10L-₹20L),224,Urban,Maharashtra,Medium,,4.87,85,False,,Petrol,BS6,0.12,95.61,False,False,Suzuki Access
5641,2025-04-13,SUV,Mid-Range (₹10L-₹20L),493,Semi-Urban,Rajasthan,Medium,,3.82,28,False,,Petrol,BS6,7.75,57.99,False,False,Tata Nexon
5642,2025-05-13,Scooter,Entry-Level (<₹10L),171,Urban,Assam,Medium,,4.64,34,False,,Petrol,BS6,6.69,94.94,False,False,TVS Jupiter
5643,2025-06-01,Motorcycle,Entry-Level (<₹10L),137,Semi-Urban,West Bengal,Medium,,4.23,88,True,Japan,Electric,BS6,9.82,38.34,False,False,KTM Duke 200
5644,2025-04-22,Scooter,Mid-Range (₹10L-₹20L),294,Urban,Madhya Pradesh,High,,5.36,25,False,,Diesel,BS6,4.2,82.37,False,False,Bajaj Chetak
5645,2025-05-22,SUV,Premium (>₹20L),325,Urban,Bihar,High,,4.67,43,False,,Hybrid,BS6,1.36,94.08,False,False,MG Hector
5646,2025-05-22,Passenger Car,Premium (>₹20L),580,Rural,Assam,Medium,91.42,4.83,79,False,,Petrol,BS6,3.21,38.95,False,False,Maruti Swift
5647,2025-05-06,Passenger Car,Mid-Range (₹10L-₹20L),427,Semi-Urban,Assam,Low,,5.01,30,False,,Diesel,BS6,3.32,33.48,False,False,Renault Kwid
5648,2025-06-12,Passenger Car,Entry-Level (<₹10L),106,Urban,Tamil Nadu,Medium,,4.99,40,False,,Petrol,BS6,17.22,61.22,False,False,Tata Punch
5649,2025-04-19,Motorcycle,Entry-Level (<₹10L),255,Urban,Delhi,Medium,,4.24,44,False,,Petrol,BS6,14.64,91.63,False,False,Bajaj Pulsar
5650,2025-05-08,SUV,Mid-Range (₹10L-₹20L),923,Urban,Tamil Nadu,Medium,,5.33,46,False,,Hybrid,BS6,6.36,79.32,False,False,Tata Nexon
5651,2025-06-09,Scooter,Mid-Range (₹10L-₹20L),222,Rural,Tamil Nadu,Medium,83.04,5.17,61,False,,Diesel,BS6,8.75,61.98,False,False,TVS Jupiter
5652,2025-06-18,Passenger Car,Mid-Range (₹10L-₹20L),242,Urban,Madhya Pradesh,Medium,,4.64,79,False,,Electric,BS4,1.09,70.83,True,False,Renault Kwid
5653,2025-05-27,Passenger Car,Entry-Level (<₹10L),248,Urban,Bihar,Medium,,4.3,58,True,Japan,Diesel,BS6,13.33,76.57,False,False,Maruti Swift
5654,2025-04-20,Scooter,Entry-Level (<₹10L),121,Rural,Rajasthan,Medium,65.43,4.47,78,False,,Petrol,BS6,14.3,45.71,False,False,Bajaj Chetak
5655,2025-04-09,Passenger Car,Entry-Level (<₹10L),86,Urban,Rajasthan,High,,4.88,81,False,,Petrol,BS6,8.41,65.04,False,False,Maruti Swift
5656,2025-05-02,Motorcycle,Entry-Level (<₹10L),56,Rural,Maharashtra,High,59.6,4.73,72,True,Others,Petrol,BS6,8.69,40.02,False,False,TVS Apache
5657,2025-04-04,Motorcycle,Mid-Range (₹10L-₹20L),330,Rural,Odisha,Low,73.82,4.21,40,False,,Petrol,BS6,8.22,59.05,False,False,KTM Duke 200
5658,2025-05-20,Passenger Car,Entry-Level (<₹10L),140,Urban,Odisha,High,,4.54,55,False,,Petrol,BS6,17.85,72.75,False,False,Renault Kwid
5659,2025-06-21,Motorcycle,Entry-Level (<₹10L),183,Semi-Urban,Tamil Nadu,Low,,5.22,40,False,,Petrol,BS6,16.9,55.7,False,True,Royal Enfield Classic 350
5660,2025-04-05,SUV,Mid-Range (₹10L-₹20L),361,Urban,Haryana,Medium,,4.34,27,False,,Petrol,BS6,4.89,95.79,False,False,Hyundai Creta
5661,2025-04-20,SUV,Mid-Range (₹10L-₹20L),290,Urban,Odisha,Low,,4.35,17,False,,Petrol,BS6,6.89,63.53,False,False,Tata Nexon
5662,2025-06-26,Passenger Car,Entry-Level (<₹10L),216,Rural,Tamil Nadu,Low,94.37,4.33,46,True,Middle East,Diesel,BS6,8.79,55.67,False,True,Maruti Swift
5663,2025-06-14,SUV,Mid-Range (₹10L-₹20L),591,Rural,Assam,High,86.81,5.19,37,False,,Petrol,BS6,3.12,38.45,False,False,Tata Nexon
5664,2025-05-07,SUV,Mid-Range (₹10L-₹20L),591,Urban,Maharashtra,Medium,,5.15,29,False,,Petrol,BS6,5.82,72.69,False,False,Hyundai Creta
5665,2025-04-22,Scooter,Mid-Range (₹10L-₹20L),177,Rural,Assam,Medium,71.77,4.92,41,False,,Diesel,BS6,3.13,52.15,False,False,Honda Activa
5666,2025-05-28,Passenger Car,Entry-Level (<₹10L),96,Semi-Urban,Haryana,Low,,4.92,98,False,,Diesel,BS6,12.27,48.86,False,False,Hyundai i20
5667,2025-06-07,SUV,Entry-Level (<₹10L),168,Semi-Urban,Maharashtra,Medium,,4.18,34,False,,Electric,BS6,19.38,61.26,True,False,Hyundai Creta
5668,2025-05-14,Scooter,Entry-Level (<₹10L),195,Urban,Uttar Pradesh,High,,4.72,31,False,,Diesel,BS6,6.47,66.16,False,False,Suzuki Access
5669,2025-05-04,Motorcycle,Mid-Range (₹10L-₹20L),409,Urban,Tamil Nadu,Medium,,4.66,86,False,,Petrol,BS6,8.03,94.5,False,False,KTM Duke 200
5670,2025-06-16,Passenger Car,Mid-Range (₹10L-₹20L),511,Semi-Urban,Assam,Medium,,5.19,83,True,Japan,Petrol,BS6,0.78,31.42,False,False,Renault Kwid
5671,2025-05-12,Scooter,Entry-Level (<₹10L),22,Rural,Rajasthan,Low,57.21,4.44,60,False,,Petrol,BS6,12.03,54.83,False,False,Honda Activa
5672,2025-04-09,Passenger Car,Entry-Level (<₹10L),239,Rural,Madhya Pradesh,Low,52.72,4.93,44,False,,Petrol,BS6,12.16,55.31,False,False,Maruti Swift
5673,2025-04-07,Motorcycle,Entry-Level (<₹10L),60,Rural,Odisha,Medium,54.43,5.47,41,False,,Electric,BS6,7.57,56.92,False,False,Royal Enfield Classic 350
5674,2025-06-07,Scooter,Entry-Level (<₹10L),78,Rural,Maharashtra,Low,72.6,4.44,99,False,,Petrol,BS6,16.12,44.44,False,False,Suzuki Access
5675,2025-04-19,Motorcycle,Mid-Range (₹10L-₹20L),314,Urban,Tamil Nadu,Medium,,4.78,49,True,Latin America,Diesel,BS6,5.05,77.56,False,False,KTM Duke 200
5676,2025-05-01,Motorcycle,Mid-Range (₹10L-₹20L),165,Semi-Urban,Odisha,Medium,,5.27,29,False,,Petrol,BS6,6.06,60.07,False,False,Royal Enfield Classic 350
5677,2025-05-05,Motorcycle,Entry-Level (<₹10L),249,Urban,Bihar,Medium,,3.79,49,False,,Diesel,BS6,9.6,90.47,False,False,TVS Apache
5678,2025-05-27,SUV,Premium (>₹20L),1107,Urban,Uttar Pradesh,High,,4.8,33,True,Latin America,Hybrid,BS6,8.17,93.35,True,False,Kia Seltos
5679,2025-06-24,Motorcycle,Mid-Range (₹10L-₹20L),171,Urban,West Bengal,High,,4.57,95,False,,Diesel,BS4,6.26,64.04,False,True,KTM Duke 200
5680,2025-05-31,Scooter,Premium (>₹20L),216,Rural,Odisha,High,82.08,4.81,29,False,,Petrol,BS6,4.87,67.73,False,False,Bajaj Chetak
5681,2025-05-01,Scooter,Mid-Range (₹10L-₹20L),30,Urban,Assam,High,,5.51,92,True,Middle East,Hybrid,BS6,5.5,93.45,False,False,Honda Activa
5682,2025-06-22,Motorcycle,Entry-Level (<₹10L),190,Semi-Urban,Haryana,Low,,4.92,51,False,,Diesel,BS6,7.07,64.9,False,True,Bajaj Pulsar
5683,2025-05-23,Scooter,Entry-Level (<₹10L),100,Semi-Urban,West Bengal,Medium,,4.84,20,True,Others,Petrol,BS6,10.66,34.75,False,False,Suzuki Access
5684,2025-05-02,SUV,Mid-Range (₹10L-₹20L),654,Rural,Madhya Pradesh,Low,91.6,4.67,17,False,,Diesel,BS6,4.35,47.66,False,False,Tata Nexon
5685,2025-06-05,Passenger Car,Entry-Level (<₹10L),413,Urban,Punjab,Medium,,4.35,38,False,,Petrol,BS6,10.81,90.99,False,False,Hyundai i20
5686,2025-05-29,SUV,Mid-Range (₹10L-₹20L),464,Rural,Odisha,Medium,56.03,4.38,35,False,,Petrol,BS6,4.0,38.13,False,False,MG Hector
5687,2025-04-10,Scooter,Mid-Range (₹10L-₹20L),47,Semi-Urban,Odisha,Low,,4.38,65,False,,Petrol,BS6,4.56,52.41,False,False,Honda Activa
5688,2025-04-02,SUV,Premium (>₹20L),424,Urban,Karnataka,Low,,4.57,21,False,,Petrol,BS6,1.74,82.82,False,False,Mahindra Thar
5689,2025-06-05,Motorcycle,Premium (>₹20L),378,Semi-Urban,Kerala,Low,,4.57,74,False,,Petrol,BS6,1.2,68.43,False,False,Hero Splendor
5690,2025-05-30,Passenger Car,Entry-Level (<₹10L),133,Rural,Maharashtra,Medium,79.77,4.02,58,False,,Electric,BS6,12.27,34.72,False,False,Renault Kwid
5691,2025-06-27,Motorcycle,Entry-Level (<₹10L),158,Urban,Punjab,High,,5.1,98,False,,Petrol,BS6,5.12,70.35,False,True,TVS Apache
5692,2025-04-17,Passenger Car,Mid-Range (₹10L-₹20L),473,Semi-Urban,Gujarat,Medium,,5.33,27,False,,Diesel,BS6,6.39,69.62,False,False,Hyundai i20
5693,2025-04-16,Motorcycle,Entry-Level (<₹10L),63,Urban,Kerala,Medium,,4.85,96,False,,Diesel,BS6,6.56,91.39,False,False,Royal Enfield Classic 350
5694,2025-04-16,Motorcycle,Entry-Level (<₹10L),87,Semi-Urban,Uttar Pradesh,Medium,,4.45,23,True,Others,Petrol,BS6,9.73,62.44,False,False,Royal Enfield Classic 350
5695,2025-05-16,Motorcycle,Premium (>₹20L),491,Urban,Uttar Pradesh,High,,4.22,60,True,Others,Petrol,BS6,8.81,68.53,False,False,KTM Duke 200
5696,2025-05-09,Motorcycle,Entry-Level (<₹10L),164,Urban,Bihar,Medium,,4.97,39,False,,Diesel,BS6,5.49,98.65,False,False,Hero Splendor
5697,2025-05-01,SUV,Entry-Level (<₹10L),346,Semi-Urban,Rajasthan,High,,5.02,13,False,,Diesel,BS6,8.35,67.48,False,False,Hyundai Creta
5698,2025-06-27,Motorcycle,Entry-Level (<₹10L),116,Rural,Rajasthan,Medium,60.92,4.61,59,False,,Diesel,BS6,14.84,48.06,False,True,TVS Apache
5699,2025-04-01,Motorcycle,Entry-Level (<₹10L),212,Urban,Uttar Pradesh,Medium,,4.85,91,False,,Petrol,BS4,9.02,80.22,False,False,Hero Splendor
5700,2025-04-11,Scooter,Entry-Level (<₹10L),222,Semi-Urban,Rajasthan,High,,4.14,32,False,,Petrol,BS6,5.91,31.35,False,False,Honda Activa
5701,2025-06-24,Motorcycle,Entry-Level (<₹10L),72,Rural,Madhya Pradesh,Low,57.8,5.07,70,False,,Diesel,BS6,15.44,33.75,False,True,KTM Duke 200
5702,2025-04-04,Motorcycle,Entry-Level (<₹10L),336,Semi-Urban,Kerala,Medium,,4.76,76,True,Japan,Electric,BS6,18.71,69.94,False,False,Hero Splendor
5703,2025-06-10,Passenger Car,Entry-Level (<₹10L),129,Rural,Odisha,Medium,90.52,5.14,46,False,,Petrol,BS6,19.82,41.26,False,False,Tata Punch
5704,2025-04-26,Scooter,Entry-Level (<₹10L),89,Urban,West Bengal,High,,4.6,95,False,,Petrol,BS6,12.66,87.61,False,False,Bajaj Chetak
5705,2025-05-20,Scooter,Entry-Level (<₹10L),129,Rural,Tamil Nadu,Low,57.35,4.01,31,False,,Petrol,BS6,7.37,62.56,False,False,TVS Jupiter
5706,2025-04-12,Motorcycle,Entry-Level (<₹10L),179,Rural,Uttar Pradesh,Low,78.38,5.28,56,False,,Petrol,BS6,9.26,49.32,False,False,Bajaj Pulsar
5707,2025-06-20,Motorcycle,Mid-Range (₹10L-₹20L),184,Urban,Karnataka,Medium,,4.47,74,False,,Diesel,BS6,5.49,84.77,False,False,KTM Duke 200
5708,2025-06-14,Passenger Car,Entry-Level (<₹10L),212,Rural,Delhi,Low,77.21,4.76,78,False,,Hybrid,BS6,19.65,40.64,True,False,Maruti Alto
5709,2025-06-04,Scooter,Entry-Level (<₹10L),65,Semi-Urban,Haryana,Low,,5.08,69,False,,Diesel,BS6,19.77,53.97,False,False,Suzuki Access
5710,2025-05-17,Scooter,Entry-Level (<₹10L),218,Semi-Urban,Haryana,Medium,,4.23,62,False,,Petrol,BS6,15.05,47.98,False,False,Suzuki Access
5711,2025-05-23,SUV,Entry-Level (<₹10L),731,Urban,Kerala,High,,4.62,11,False,,Petrol,BS6,15.19,85.73,False,False,Mahindra Thar
5712,2025-06-10,SUV,Mid-Range (₹10L-₹20L),330,Urban,Punjab,High,,5.1,46,False,,Petrol,BS6,7.36,98.58,False,False,Tata Nexon
5713,2025-04-02,SUV,Mid-Range (₹10L-₹20L),668,Semi-Urban,Madhya Pradesh,Low,,5.7,33,False,,Diesel,BS6,8.33,40.07,False,False,Hyundai Creta
5714,2025-04-24,Passenger Car,Entry-Level (<₹10L),113,Semi-Urban,Tamil Nadu,Medium,,4.97,39,False,,Diesel,BS6,7.07,47.41,False,False,Maruti Alto
5715,2025-04-04,Motorcycle,Entry-Level (<₹10L),127,Rural,Delhi,Low,64.26,5.26,36,False,,Petrol,BS6,13.11,49.3,False,False,KTM Duke 200
5716,2025-04-19,Passenger Car,Mid-Range (₹10L-₹20L),160,Semi-Urban,Maharashtra,Low,,5.16,30,True,Latin America,Petrol,BS6,8.7,43.13,False,False,Tata Punch
5717,2025-04-26,SUV,Mid-Range (₹10L-₹20L),467,Rural,Uttar Pradesh,Low,85.36,4.52,24,False,,Petrol,BS6,3.97,36.51,False,False,Kia Seltos
5718,2025-06-14,Motorcycle,Entry-Level (<₹10L),169,Semi-Urban,Assam,Low,,4.98,29,False,,Petrol,BS6,16.1,67.69,False,False,Hero Splendor
5719,2025-05-10,Scooter,Entry-Level (<₹10L),201,Rural,Gujarat,Low,86.48,4.41,61,False,,Petrol,BS6,7.94,49.73,False,False,Bajaj Chetak
5720,2025-05-20,SUV,Mid-Range (₹10L-₹20L),557,Rural,Assam,Medium,79.18,3.74,29,False,,Petrol,BS6,5.17,30.93,False,False,Kia Seltos
5721,2025-05-13,Scooter,Entry-Level (<₹10L),29,Urban,West Bengal,Medium,,4.69,43,False,,Hybrid,BS6,14.13,73.77,False,False,Suzuki Access
5722,2025-06-14,Passenger Car,Entry-Level (<₹10L),206,Urban,Madhya Pradesh,Medium,,4.79,63,True,Japan,Diesel,BS6,16.81,83.29,False,False,Maruti Swift
5723,2025-06-06,Motorcycle,Entry-Level (<₹10L),128,Semi-Urban,Uttar Pradesh,High,,4.85,70,True,Middle East,Electric,BS6,9.13,50.26,True,False,Bajaj Pulsar
5724,2025-04-12,SUV,Mid-Range (₹10L-₹20L),352,Urban,Punjab,High,,3.96,11,False,,Electric,BS6,4.26,78.56,False,False,Kia Seltos
5725,2025-06-06,Motorcycle,Entry-Level (<₹10L),74,Urban,Tamil Nadu,High,,4.45,49,False,,Petrol,BS6,13.4,77.14,False,False,Hero Splendor
5726,2025-04-27,Motorcycle,Entry-Level (<₹10L),190,Urban,Maharashtra,Medium,,4.79,99,True,Others,Petrol,BS6,14.37,86.13,False,False,Bajaj Pulsar
5727,2025-05-24,SUV,Mid-Range (₹10L-₹20L),530,Urban,Madhya Pradesh,Medium,,5.11,39,True,Middle East,Petrol,BS6,4.31,67.21,False,False,Toyota Fortuner
5728,2025-06-05,SUV,Premium (>₹20L),579,Urban,Odisha,Medium,,4.71,39,False,,Diesel,BS6,0.65,99.86,False,False,MG Hector
5729,2025-05-19,Motorcycle,Entry-Level (<₹10L),80,Urban,Delhi,Medium,,4.3,39,False,,Diesel,BS6,5.9,71.82,False,False,Bajaj Pulsar
5730,2025-04-16,Scooter,Entry-Level (<₹10L),172,Urban,Haryana,Medium,,5.03,65,False,,Hybrid,BS6,12.75,78.36,False,False,TVS Jupiter
5731,2025-04-02,Motorcycle,Mid-Range (₹10L-₹20L),291,Urban,Assam,Low,,4.21,37,False,,Petrol,BS6,5.17,72.83,False,False,Bajaj Pulsar
5732,2025-05-30,Passenger Car,Premium (>₹20L),326,Semi-Urban,Uttar Pradesh,Low,,4.47,46,False,,Diesel,BS6,3.49,47.18,False,False,Hyundai i20
5733,2025-05-24,Passenger Car,Mid-Range (₹10L-₹20L),418,Semi-Urban,Uttar Pradesh,Medium,,4.84,59,True,Latin America,Hybrid,BS6,8.03,31.16,False,False,Tata Punch
5734,2025-04-30,SUV,Mid-Range (₹10L-₹20L),746,Semi-Urban,Karnataka,Low,,5.3,16,False,,Petrol,BS6,2.69,33.23,False,False,Mahindra Thar
5735,2025-06-23,Motorcycle,Entry-Level (<₹10L),22,Urban,Punjab,High,,5.15,81,False,,Diesel,BS6,8.91,81.39,False,True,Royal Enfield Classic 350
5736,2025-05-08,SUV,Mid-Range (₹10L-₹20L),242,Urban,Bihar,Medium,,5.2,24,False,,Petrol,BS6,8.23,97.2,False,False,Kia Seltos
5737,2025-04-28,Passenger Car,Entry-Level (<₹10L),142,Urban,Rajasthan,Low,,4.11,62,False,,Diesel,BS6,13.43,83.08,False,False,Renault Kwid
5738,2025-04-25,SUV,Mid-Range (₹10L-₹20L),584,Semi-Urban,Punjab,High,,4.37,49,False,,Petrol,BS6,1.87,58.12,False,False,MG Hector
5739,2025-04-10,Motorcycle,Mid-Range (₹10L-₹20L),187,Rural,Delhi,Medium,84.16,5.22,97,False,,Petrol,BS6,8.17,55.98,False,False,KTM Duke 200
5740,2025-05-30,SUV,Premium (>₹20L),691,Urban,Rajasthan,High,,4.37,27,False,,Diesel,BS6,6.65,78.86,False,False,Mahindra Thar
5741,2025-05-12,Passenger Car,Entry-Level (<₹10L),111,Urban,Karnataka,Medium,,4.9,97,False,,Petrol,BS6,16.94,98.15,False,False,Maruti Alto
5742,2025-05-10,Scooter,Mid-Range (₹10L-₹20L),47,Semi-Urban,Punjab,Medium,,4.34,53,False,,Petrol,BS6,2.97,52.71,False,False,Suzuki Access
5743,2025-06-16,Motorcycle,Entry-Level (<₹10L),305,Urban,Madhya Pradesh,High,,4.89,35,False,,Petrol,BS6,9.53,68.35,False,False,TVS Apache
5744,2025-05-12,Passenger Car,Mid-Range (₹10L-₹20L),446,Urban,West Bengal,Medium,,4.54,96,False,,Petrol,BS6,8.23,70.59,False,False,Maruti Swift
5745,2025-05-17,Scooter,Entry-Level (<₹10L),114,Rural,Madhya Pradesh,Low,68.78,4.83,56,False,,Petrol,BS6,13.57,34.38,False,False,TVS Jupiter
5746,2025-05-07,SUV,Mid-Range (₹10L-₹20L),831,Urban,Tamil Nadu,Low,,4.18,31,False,,Petrol,BS6,7.41,90.51,False,False,Mahindra Thar
5747,2025-06-19,Motorcycle,Mid-Range (₹10L-₹20L),149,Urban,West Bengal,High,,4.45,76,False,,Petrol,BS6,2.71,73.53,False,False,Bajaj Pulsar
5748,2025-04-22,Scooter,Mid-Range (₹10L-₹20L),205,Urban,Haryana,Medium,,4.26,88,False,,Diesel,BS6,2.34,64.1,False,False,Honda Activa
5749,2025-05-27,Motorcycle,Entry-Level (<₹10L),53,Rural,Punjab,Medium,67.48,4.85,30,False,,Petrol,BS6,16.88,30.89,False,False,Hero Splendor
5750,2025-06-23,SUV,Mid-Range (₹10L-₹20L),720,Urban,Rajasthan,Medium,,4.53,27,False,,Petrol,BS6,8.69,99.88,False,True,Toyota Fortuner
5751,2025-04-27,SUV,Premium (>₹20L),330,Semi-Urban,Gujarat,High,,5.06,13,False,,Diesel,BS6,0.1,39.37,False,False,Toyota Fortuner
5752,2025-05-11,SUV,Premium (>₹20L),130,Urban,Delhi,Medium,,4.56,10,False,,Hybrid,BS6,4.85,94.17,False,False,Hyundai Creta
5753,2025-06-19,SUV,Mid-Range (₹10L-₹20L),319,Urban,Madhya Pradesh,High,,4.71,30,False,,Hybrid,BS6,9.04,95.41,False,False,Toyota Fortuner
5754,2025-05-04,Passenger Car,Premium (>₹20L),185,Rural,Kerala,Medium,72.09,5.18,99,False,,Petrol,BS6,6.54,57.38,False,False,Hyundai i20
5755,2025-05-02,SUV,Premium (>₹20L),533,Urban,Karnataka,Medium,,4.82,28,False,,Petrol,BS6,8.14,93.39,False,False,Kia Seltos
